problem_id,function_name,summary_ja,haiku-4-5_en_python,gpt-5.4_en_python,haiku-4-5_pyguide_ja_yui
130,tri,"フィボナッチ数列は、ここ数世紀の間に数学者によって深く研究され、誰もが知っている。 しかし、人々が知らないのはトリボナッチ数列である。 トリボナッチ数列は再帰によって定義される: tri(1) = 3 tri(n) = 1 + n / 2,    n が偶数の場合. tri(n) =  tri(n - 1) + tri(n - 2) + tri(n + 1),  n が奇数の場合d. 例えば: tri(2) = 1 + (2 / 2) = 2 tri(4) = 3 tri(3) = tri(2) + tri(1) + tri(4) = 2 + 3 + 3 = 8  あなたは非負の整数nが与えられるので、トリボナッチ数列の最初のn + 1個の数の リストを返さなければならない。 例: tri(3) = [1, 3, 2, 8]",fail,pass,pass
131,digits,正の整数 n が与えられた時、奇数桁数の積を返す。 全ての桁が偶数の場合は0を返す。 例えば: digits(1)  == 1 digits(4)  == 0 digits(235) == 15,pass,pass,fail
132,is_nested,この関数は、角括弧だけを含む文字列を入力として受け取ります。括弧が有効な順序で 並んでいて、その中に少なくとも1つの括弧が入れ子になっている場合、関数はTrueを 返すようにしてください。,fail,fail,fail
133,sum_squares,"数字のリストが与えられます。 与えられたリスト内の各数値をまず切り上げ（天井関数を使って最も近い整数に丸める）、 その後それぞれの数値を二乗した値の合計を返してください。 例: lst = [1,2,3] のときの出力は 14 lst = [1,4,9] のときの出力は 98 lst = [1,3,5,7] のときの出力は 84 lst = [1.4,4.2,0] のときの出力は 29 lst = [-2.4,1,1] のときの出力は 6",pass,pass,pass
134,check_if_last_char_is_a_letter,"与えられた文字列の最後の文字がアルファベットであり、かつ単語の一部でなければTrueを、 そうでなければFalseを返す関数を作成せよ。 注意：単語とはスペースで区切られた文字の並びである。 例: check_if_last_char_is_a_letter(""apple pie"") ➞ False check_if_last_char_is_a_letter(""apple pi e"") ➞ True check_if_last_char_is_a_letter(""apple pi e "") ➞ False check_if_last_char_is_a_letter("""") ➞ False",pass,pass,fail
135,can_arrange,"直前の要素よりも大きくない要素の中で、最も大きなインデックスを持つ要素を探して そのインデックスを返す関数を作成してください。そのような要素が存在しない場合は、 -1を返してください。与えられる配列には重複する値は含まれません。 例: can_arrange([1,2,4,3,5]) = 3 can_arrange([1,2,3]) = -1",pass,pass,pass
136,largest_smallest_integers,"リストから最も大きな負の整数と最も小さな正の整数を見つけ、それらをタプル（a, b） として返す関数を作成してください。リストに負の整数もしくは正の整数がない場合は、 代わりにNoneを返します。",pass,pass,fail
137,compare_one,"整数、浮動小数点数、または実数を表す文字列を引数として受け取り、その中で最も大きい値を その元の型で返す関数を作成してください。もし値が同じであれば、Noneを返してください。 注意：実数が文字列として表されている場合、小数点はピリオド（.）またはカンマ（,）の可能性があります。",pass,pass,fail
138,is_equal_to_sum_even,与えられた数値nが、ちょうど4つの正の偶数の合計として表現できるかどうかを評価してください。 例 is_equal_to_sum_even(4) == False is_equal_to_sum_even(6) == False is_equal_to_sum_even(8) == True,pass,pass,fail
139,special_factorial,ブラジリアン階乗は次のように定義される： brazilian_factorial(n) = n！* (n-1)! * (n-2)! * ... * 1! ただし n > 0,pass,pass,pass
140,fix_spaces,文字列テキストが与えられた場合、その中のすべての空白をアンダースコアに置換し、 文字列が2つ以上の連続した空白を持つ場合、すべての連続した空白を - に置換する,pass,pass,fail
141,file_name_check,"ファイル名を表す文字列を受け取り、そのファイル名が有効であれば'Yes'を返し、そうでなければ'No' を返す関数を作成する。ファイル名が有効であるとみなされるのは、 以下の条件をすべて満たす場合のみである： - ファイル名に3桁以上の数字（'0'-'9'）があってはならない。 - ファイル名に含まれるドット '.' はひとつのみ。 - ドットの前の部分文字列は空であってはならず、英文字（'a'-'z'および'A'-'Z'）から始まる文字でなければならない。 - ドットの後の部分文字列は、以下のいずれかでなければならない： ['txt'、'exe'、'dll']。 例: file_name_check(""example.txt"") # => 'Yes' file_name_check(""1example.dll"") # => 'No' (名前は英文字で始まらないといけない）",pass,pass,fail
142,sum_squares,""" この関数は整数のリストを受け取ります。リスト内の各要素に対して、そのインデックスが3の倍数で あればその整数を二乗し、インデックスが4の倍数でかつ3の倍数でない場合はその整数を三乗します。 インデックスが3または4の倍数でない要素については、何も変更しません。最後に、すべての要素の 合計値を返します。",fail,pass,pass
143,words_in_sentence,文を表す文字列が与えられ、その文には空白で区切られたいくつかの単語が含まれている。 元の文の単語を含みその長さが素数である文字列を返す必要がある。 新しい文字列の単語の順序は元の文字列と同じでなければならない。,pass,pass,fail
144,simplify,あなたの仕事は、式 x * n を簡単にする関数を実装することです。 この関数は、x * n が整数になる場合はTrueを、そうでない場合はFalseを 返します。xとnはともに分数の文字列表現であり、<分子>/<分母>という形式で、 分子と分母はともに正の整数です。,pass,pass,fail
145,order_by_points,"各数字の桁の合計に基づいて、与えられた整数のリストを昇順に並べる 関数を作成してください。 注意：もし桁の合計が同じである複数の項目がある場合は、 元のリストでの位置に基づいて並べてください。 例えば >> order_by_points([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]. >> order_by_points([]) == [].",fail,fail,fail
146,specialFilter,"数値の配列を入力とし、配列中の要素のうち、10より大きく、 かつ数値の最初と最後の桁の両方が奇数（1, 3, 5, 7, 9）である要素の数を返す関数を書く。 例えば specialFilter([15, -73, 14, -15]) => 1  specialFilter([33, -2, -3, 45, 21, 109]) => 2",pass,pass,pass
147,get_max_triples,"正の整数 n が与えられるので、長さ n の整数配列 a を作成せよ。 各 i (1 ≤ i ≤ n) に対して、 a[i] = i * i - i + 1 とする。 i < j < k において、a[i] + a[j] + a[k] が3の倍数となるような三つ組 (a[i], a[j], a[k]) を返す。",pass,pass,fail
148,bf,"私たちの太陽系には8つの惑星があります：太陽に最も近いのはVenus, Earth, Mars, Jupiter, Saturn,  Uranus, Neptuneです。 planet1とplanet2という2つの惑星名を文字列として受け取る関数を作成してください。 この関数は、planet1の軌道とplanet2の軌道の間に位置するすべての惑星を太陽に近い順に並べたタプルを返すべきです。 planet1またはplanet2が正確な惑星名でない場合、関数は空のタプルを返すべきです。 例 bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"") bf(""Earth"", ""Mercury"") ==> (""Venus"") bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")",pass,pass,fail
149,sorted_list_sum,"文字列のリストを引数として受け取る関数を作成してください。 この関数は、リストから奇数の長さを持つ文字列を削除し、 結果として得られるリストを長さで昇順に並べ替えて返します。 リストは常に文字列のリストであり、数字の配列ではありません。 また、重複する文字列が含まれる可能性があります。 リストは各単語の長さで昇順に並べられるべきで、そのルールに従ってソートされたリストを返してください。 もし二つの単語が同じ長さであれば、リストをアルファベット順に並べ替えてください。 関数はソートされた順序で文字列のリストを返すべきです。 すべての単語が同じ長さを持つと仮定しても構いません。 例えば: assert list_sort([""aa"", ""a"", ""aaa""]) => [""aa""] assert list_sort([""ab"", ""a"", ""aaa"", ""cd""]) => [""ab"", ""cd""]",pass,pass,fail
150,x_or_y,素数である場合はxの値を返し、それ以外の場合はyの値を返す簡単なプログラム。,pass,pass,fail
151,double_the_difference,数字のリストが与えられた場合、そのリスト内の奇数の数値の二乗の合計を返してください。 負の数や整数でない数は無視してください。,pass,pass,pass
152,compare,待ち望んでいた出来事の結果がようやく判明したときの感覚は、誰もが覚えていると思う。 その瞬間に抱いた感情や思考は、間違いなくメモして比較する価値がある。 あなたの仕事は、人がいくつかの試合の結果を正確に予想したかどうかを判断することです。 スコアと予想の2つの配列が等しい長さで与えられます。各インデックスは1つの試合を示しています。 各予想がどれだけ外れていたかを示す同じ長さの配列を返してください。予想が正確であれば、 その値は0です。そうでなければ、その値は予想とスコアの絶対的な差です。,pass,pass,pass
153,Strongest_Extension,"クラスの名前（文字列）と拡張子のリストが与えられます。 この拡張子は、指定されたクラスに追加のクラスをロードするために使用されます。 拡張子の強度は次のように計算されます：CAPは拡張子の名前に含まれる 大文字の数、SMは小文字の数です。強度は、CAP - SM で与えられます。 最も強い拡張子を見つけて、この形式の文字列を返してください：ClassName.StrongestExtensionName。 同じ強度を持つ2つ以上の拡張子がある場合は、リストで最初に来るものを選びます。 例えば、""Slices""というクラスと、拡張子のリスト['SErviNGSliCes', 'Cheese', 'StuFfed'] が与えられた場合、' SErviNGSliCes'が最も強い拡張子（強度は-1）となるため、'Slices.SErviNGSliCes'を返すべきです。 例： Strongest_Extension('my_class', ['AA', 'Be', 'CC']) == 'my_class.AA'",pass,pass,pass
154,cycpattern_check,"2つの単語が与えられる。2番目の単語またはその回転させた文字列が最初の単語の部分文字列である場合、Trueを返す必要がある。 cycpattern_check(""abcd"",""abd"") => False cycpattern_check(""hello"",""ell"") => True cycpattern_check(""whassup"",""psus"") => False cycpattern_check(""abab"",""baa"") => True cycpattern_check(""efef"",""eeff"") => False cycpattern_check(""himenss"",""simen"") => True",pass,pass,fail
155,even_odd_count,"整数が与えられた場合、偶数桁数と奇数桁数をそれぞれ持つタプルを返す。 例: even_odd_count(-12) ==> (1, 1) even_odd_count(123) ==> (1, 2)",pass,pass,fail
156,int_to_mini_roman,正の整数が与えられたとき、ローマ数字に相当する文字列を小文字で返す。 制限事項1 <= num <= 1000 例:,pass,pass,pass
157,right_angle_triangle,"三角形の3辺の長さを与える。三角形が直角三角形ならTrueを、そうでなければFalseを返す。 直角三角形とは、1つの角が直角または90度である三角形のことである。 例: right_angle_triangle(3, 4, 5) == True right_angle_triangle(1, 2, 3) == False",pass,pass,fail
158,find_max,文字列のリストを受け取る関数を書きなさい。 リストは異なる単語を含む。異なる固有の文字数が最も多い単語を返す。 複数の文字列が同じ文字数を持つ場合は、辞書順で最初に来るものを返すことにする。,pass,pass,fail
159,eat,"あなたはお腹を空かせたウサギです。すでに一定数のニンジンを食べました。 これからさらにニンジンを食べなければその日の食事は完了しません。 あなたは [ 食事の後に食べたニンジンの総数, 食事の後に残ったニンジンの数 ] の配列を返してください。 もし残りのニンジンが十分でなければ、あなたは残りのニンジンをすべて食べますが、まだお腹が空いています。",pass,pass,pass
160,do_algebra,演算子(operator)とオペランド(operand)の2つのリストが与えられる。ひとつ目のリストは 基本的な算術演算を持ち、二つ目のリストは整数のリストである。与えられた2つのリストを 使って算術式を構築し、その評価結果を返そう。,pass,pass,fail
161,solve,"文字列sが与えられます。 もしs[i]がアルファベットなら、その文字の大文字と小文字を反転させる。そうでない場合は、そのままにしておく。 もし文字列にアルファベットが一つも含まれていない場合は、文字列全体を逆順にする。 関数は結果の文字列を返すようにします。 例 solve(""1234"") = ""4321"" solve(""ab"") = ""AB"" solve(""#a@C"") = ""#A@c""",pass,pass,fail
162,string_to_md5,文字列 text が与えられたとき、その md5 ハッシュと等価な文字列を返す。 text' が空文字列の場合は None を返す。,pass,pass,fail
163,generate_integers,正の整数aとbが与えられたとき、aとbの間にある偶数の数字を昇順で返してください。,pass,pass,fail
